Open,High,Low,Close,Volume,body,upper_tail,lower_tail,up_down
1.45865,1.45885,1.45856,1.4587299999999999,5004.3375,0.7999999999985796,1.2000000000012,0.8999999999992347,0
1.4588299999999998,1.4588299999999998,1.4584700000000002,1.4586299999999999,4649.9,-1.99999999999978,0.0,1.5999999999971593,1
1.4586299999999999,1.45896,1.45845,1.45886,5283.950000000002,2.300000000001745,0.99999999999989,1.7999999999984695,1
1.45865,1.45905,1.45842,1.45895,5370.3375,2.9999999999996696,0.99999999999989,2.2999999999995246,0
1.45902,1.45905,1.4585700000000001,1.4588700000000001,3738.9375,-1.4999999999987246,0.2999999999997449,2.9999999999996696,1
1.4588299999999998,1.45915,1.45852,1.45913,5427.8375,3.00000000000189,0.1999999999990898,3.0999999999981043,0
1.45905,1.4592200000000002,1.45881,1.4588700000000001,4256.5,-1.7999999999984695,1.7000000000022553,0.6000000000017103,0
1.45892,1.45899,1.45848,1.4588299999999998,4874.05,-0.9000000000014552,0.700000000000145,3.4999999999985043,0
1.4589299999999998,1.45906,1.45861,1.45862,4751.0469,-3.0999999999981043,1.3000000000018552,0.10000000000065512,1
1.45885,1.45895,1.45848,1.4588,4313.4,-0.4999999999988347,0.99999999999989,3.20000000000098,0
1.45881,1.45896,1.45814,1.4581600000000001,5324.6,-6.499999999998174,1.500000000000945,0.20000000000131024,1
1.45861,1.45916,1.45861,1.45886,4902.75,2.500000000000835,2.9999999999996696,0.0,0
1.45885,1.45905,1.4585700000000001,1.45875,5810.450000000003,-0.99999999999989,1.99999999999978,1.7999999999984695,0
1.45888,1.45892,1.45846,1.45855,4618.8845,-3.2999999999994145,0.40000000000040004,0.8999999999992347,1
1.45846,1.45884,1.45845,1.4586700000000001,4420.15,2.1000000000004357,1.6999999999978144,0.10000000000065512,1
1.4590299999999998,1.45906,1.45858,1.45896,5140.5,-0.6999999999979245,0.30000000000196536,3.8000000000004697,0
1.45896,1.45904,1.4585700000000001,1.45892,5375.534500000002,-0.40000000000040004,0.7999999999985796,3.4999999999985043,0
1.4588,1.45913,1.4586299999999999,1.45886,5150.4000000000015,0.5999999999994898,2.6999999999999247,1.7000000000022553,0
